iter	Passed	Remaining
378	4550	6903
379	4561	6890
380	4574	6880
381	4588	6870
382	4605	6865
383	4620	6858
384	4632	6846
385	4644	6835
386	4658	6825
387	4669	6812
388	4683	6802
389	4697	6793
390	4711	6783
391	4719	6765
392	4727	6748
393	4735	6730
394	4743	6713
395	4753	6698
396	4769	6692
397	4779	6676
398	4789	6662
399	4798	6645
400	4807	6630
401	4816	6613
402	4825	6597
403	4834	6581
404	4844	6567
405	4855	6553
406	4863	6536
407	4872	6520
408	4884	6508
409	4899	6500
410	4913	6491
411	4930	6486
412	4980	6524
413	4992	6512
414	5000	6494
415	5007	6475
416	5015	6458
417	5023	6441
418	5032	6425
419	5041	6410
420	5050	6394
421	5059	6378
422	5068	6362
423	5077	6346
424	5085	6330
425	5093	6313
426	5102	6297
427	5109	6279
428	5118	6263
429	5127	6248
430	5136	6233
431	5145	6217
432	5157	6205
433	5165	6189
434	5174	6173
435	5182	6156
436	5190	6141
437	5202	6128
438	5212	6114
439	5222	6100
440	5233	6088
441	5245	6075
442	5257	6064
443	5269	6052
444	5284	6044
445	5296	6032
446	5306	6019
447	5319	6008
448	5331	5996
449	5344	5985
450	5359	5977
451	5371	5966
452	5381	5951
453	5393	5940
454	5405	5928
455	5417	5916
456	5433	5909
457	5445	5896
458	5461	5889
459	5470	5874
460	5479	5859
461	5489	5845
462	5501	5833
463	5531	5841
464	5542	5828
465	5560	5822
466	5571	5810
467	5583	5798
468	5594	5785
469	5605	5772
470	5620	5764
471	5633	5752
472	5645	5740
473	5657	5728
474	5674	5722
475	5687	5710
476	5700	5700
477	5708	5684
478	5717	5669
479	5725	5653
480	5735	5640
481	5749	5630
482	5759	5616
483	5768	5601
484	5777	5586
485	5787	5573
486	5795	5557
487	5804	5542
488	5814	5529
489	5823	5514
490	5831	5499
491	5843	5486
492	5851	5471
493	5860	5457
494	5870	5443
495	5879	5429
496	5889	5415
497	5896	5399
498	5905	5384
499	5914	5370
500	5928	5360
501	5946	5354
502	5962	5345
503	5975	5335
504	5989	5325
505	6005	5317
506	6014	5302
507	6023	5288
508	6031	5273
509	6039	5258
510	6048	5243
511	6057	5229
512	6092	5237
513	6104	5225
514	6112	5210
515	6120	5195
516	6129	5181
517	6138	5167
518	6148	5153
519	6156	5138
520	6167	5125
521	6177	5112
522	6189	5100
523	6202	5090
524	6214	5078
525	6226	5066
526	6245	5060
527	6259	5050
528	6276	5042
529	6286	5029
530	6298	5017
531	6308	5003
532	6319	4991
533	6339	4986
534	6355	4977
535	6371	4969
536	6385	4958
537	6398	4947
538	6411	4936
539	6428	4928
540	6441	4917
541	6453	4905
542	6465	4893
543	6482	4885
544	6496	4875
545	6512	4866
546	6521	4852
547	6532	4839
548	6540	4825
549	6555	4815
550	6591	4821
551	6601	4807
552	6616	4797
553	6629	4786
554	6641	4774
555	6651	4761
556	6662	4748
557	6676	4738
558	6686	4724
559	6695	4710
560	6707	4698
561	6724	4690
562	6740	4680
563	6754	4670
564	6772	4663
565	6783	4649
566	6795	4638
567	6809	4627
568	6827	4619
569	6841	4609
570	6856	4598
571	6872	4589
572	6887	4579
573	6902	4569
574	6916	4559
575	6931	4548
576	6950	4541
577	6960	4527
578	6970	4514
579	6981	4501
580	6989	4487
581	6998	4473
582	7008	4460
583	7017	4445
584	7029	4434
585	7049	4426
586	7058	4413
587	7074	4403
588	7087	4392
589	7099	4379
590	7108	4366
591	7117	4352
592	7125	4337
593	7133	4323
594	7141	4308
595	7148	4294
596	7158	4280
597	7169	4268
598	7185	4258
599	7198	4246
600	7209	4234
601	7220	4221
602	7231	4209
603	7242	4196
604	7254	4184
605	7267	4173
606	7277	4160
607	7293	4150
608	7305	4138
609	7317	4126
610	7329	4114
611	7350	4107
612	7371	4100
613	7384	4089
614	7398	4078
615	7409	4065
616	7422	4053
617	7432	4041
618	7444	4028
619	7457	4017
620	7467	4004
621	7478	3991
622	7492	3981
623	7505	3969
624	7517	3957
625	7528	3944
626	7541	3933
627	7553	3921
628	7566	3909
629	7588	3902
630	7635	3908
631	7647	3896
632	7658	3883
633	7667	3869
634	7675	3855
635	7683	3841
636	7696	3830
637	7705	3816
638	7714	3802
639	7722	3788
640	7731	3775
641	7740	3761
642	7751	3749
643	7760	3735
644	7768	3721
645	7776	3707
646	7784	3693
647	7795	3681
648	7804	3667
649	7816	3655
650	7824	3641
651	7832	3628
652	7842	3614
653	7850	3600
654	7857	3587
655	7865	3573
656	7878	3561
657	7905	3556
658	7924	3547
659	7941	3537
660	7957	3527
661	7969	3515
662	7978	3501
663	7988	3488
664	7999	3476
665	8010	3464
666	8027	3454
667	8035	3440
668	8044	3426
669	8055	3414
670	8070	3403
671	8083	3392
672	8099	3381
673	8113	3370
674	8123	3357
675	8133	3344
676	8146	3333
677	8160	3322
678	8179	3312
679	8195	3302
680	8206	3290
681	8221	3278
682	8238	3268
683	8251	3257
684	8263	3245
685	8278	3234
686	8294	3223
687	8308	3212
688	8320	3200
689	8334	3188
690	8347	3177
691	8365	3167
692	8382	3156
693	8399	3146
694	8416	3136
695	8433	3126
696	8449	3115
697	8463	3104
698	8475	3091
699	8488	3080
700	8498	3067
701	8514	3056
702	8529	3045
703	8540	3032
704	8552	3020
705	8570	3010
706	8590	3001
707	8607	2990
708	8624	2980
709	8637	2968
710	8652	2957
711	8668	2946
712	8700	2940
713	8713	2928
714	8723	2915
715	8734	2903
716	8744	2890
717	8755	2877
718	8764	2864
719	8775	2852
720	8784	2838
721	8798	2827
722	8811	2815
723	8822	2802
724	8831	2789
725	8840	2776
726	8851	2763
727	8861	2750
728	8871	2738
729	8882	2725
730	8899	2714
731	8910	2702
732	8922	2690
733	8932	2677
734	8941	2664
735	8958	2653
736	8973	2642
737	8982	2629
738	8993	2616
739	9002	2603
740	9017	2592
741	9026	2578
742	9035	2566
743	9047	2553
744	9055	2540
745	9066	2528
746	9079	2516
747	9087	2502
748	9095	2489
749	9103	2476
750	9116	2464
751	9132	2453
752	9155	2443
753	9177	2434
754	9190	2422
755	9200	2409
756	9218	2399
757	9239	2389
758	9251	2376
759	9263	2364
760	9274	2352
761	9286	2339
762	9299	2327
763	9311	2315
764	9326	2304
765	9338	2292
766	9350	2279
767	9362	2267
768	9375	2255
769	9388	2243
770	9401	2231
771	9414	2219
772	9429	2208
773	9442	2195
774	9455	2183
775	9465	2171
776	9481	2159
777	9491	2147
778	9503	2134
779	9515	2122
780	9529	2110
781	9539	2098
782	9552	2086
783	9563	2073
784	9573	2061
785	9585	2048
786	9597	2036
787	9610	2024
788	9623	2012
789	9636	2000
790	9642	1987
791	9658	1975
792	9670	1963
793	9678	1950
794	9688	1937
795	9699	1925
796	9708	1912
797	9719	1899
798	9746	1890
799	9755	1877
800	9777	1867
801	9801	1857
802	9820	1846
803	9841	1836
804	9864	1825
805	9884	1815
806	9901	1803
807	9909	1790
808	9917	1777
809	9926	1764
810	9936	1752
811	9945	1739
812	9954	1726
813	9968	1714
814	9981	1702
815	9989	1689
816	9997	1676
817	10005	1663
818	10014	1650
819	10022	1637
820	10030	1624
821	10040	1612
822	10047	1599
823	10056	1586
824	10065	1573
825	10071	1560
826	10079	1547
827	10085	1534
828	10092	1521
829	10100	1509
830	10108	1496
831	10116	1483
832	10127	1471
833	10139	1458
834	10150	1446
835	10161	1434
836	10175	1422
837	10191	1410
838	10212	1399
839	10230	1388
840	10242	1376
841	10257	1364
842	10274	1352
843	10285	1340
844	10297	1328
845	10309	1316
846	10319	1303
847	10331	1291
848	10341	1279
849	10354	1266
850	10366	1254
851	10379	1242
852	10388	1230
853	10403	1218
854	10414	1205
855	10425	1193
856	10435	1181
857	10449	1169
858	10461	1157
859	10475	1144
860	10487	1132
861	10501	1120
862	10512	1108
863	10523	1096
864	10534	1083
865	10548	1071
866	10562	1059
867	10572	1047
868	10583	1035
869	10596	1023
870	10604	1010
871	10612	997
872	10619	985
873	10629	972
874	10637	960
875	10650	948
876	10660	935
877	10669	923
878	10675	910
879	10684	898
880	10691	885
881	10700	873
882	10711	861
883	10720	848
884	10726	836
885	10738	824
886	10745	811
887	10753	799
888	10762	786
889	10771	774
890	10781	762
891	10809	751
892	10818	739
893	10829	726
894	10843	714
895	10851	702
896	10862	690
897	10873	678
898	10886	666
899	10893	653
900	10902	641
901	10910	629
902	10922	616
903	10929	604
904	10937	592
905	10947	580
906	10953	567
907	10960	555
908	10971	543
909	10985	531
910	10996	519
911	11004	506
912	11026	495
913	11035	482
914	11044	470
915	11051	458
916	11058	446
917	11065	433
918	11072	421
919	11083	409
920	11091	397
921	11098	385
922	11106	373
923	11117	360
924	11126	348
925	11138	336
926	11150	324
927	11161	312
928	11181	300
929	11193	288
930	11208	276
931	11231	265
932	11257	253
933	11280	241
934	11295	229
935	11309	217
936	11321	205
937	11335	193
938	11345	181
939	11356	169
940	11368	157
941	11386	145
942	11398	132
943	11413	120
944	11427	108
945	11438	96
946	11451	84
947	11462	72
948	11473	60
949	11487	48
950	11497	36
951	11509	24
952	11523	12
953	11537	0
